no	Annotation	Filename	Random Forest	kNN	AdaBoost
7392	stopLeft	nightTest/nightSequence1--03524.jpg	stopLeft	stopLeft	stopLeft
7393	stop	nightTest/nightSequence1--00960.jpg	stop	stop	stop
7394	go	nightTest/nightSequence1--01769.jpg	go	go	go
7395	goLeft	nightTest/nightSequence1--03831.jpg	goLeft	goLeft	goLeft
7396	stop	nightTest/nightSequence1--00737.jpg	stop	stop	stop
7397	go	nightTest/nightSequence2--04458.jpg	go	go	go
7398	stopLeft	nightTest/nightSequence2--06407.jpg	stop	stop	stop
7399	warning	nightTest/nightSequence2--01519.jpg	warning	warning	warning
7400	stop	dayTest/daySequence2--05519.jpg	stop	stop	stop
7401	stop	nightTest/nightSequence2--02270.jpg	stop	stop	stop
7402	stop	nightTest/nightSequence1--02947.jpg	stop	stop	stop
7403	stop	nightTest/nightSequence2--03589.jpg	stop	stop	stop
7404	go	nightTest/nightSequence2--01481.jpg	go	go	go
7405	stop	nightTest/nightSequence1--00684.jpg	stop	stop	stop
7406	go	dayTest/daySequence2--01245.jpg	go	go	go
7407	stop	nightTest/nightSequence2--03574.jpg	stop	stop	stop
7408	go	nightTest/nightSequence1--04717.jpg	go	go	go
7409	go	nightTest/nightSequence2--02441.jpg	go	go	go
7410	stopLeft	dayTest/daySequence2--06138.jpg	stopLeft	stopLeft	stopLeft
7411	stop	dayTest/daySequence1--00698.jpg	stop	stop	stop
7412	stop	dayTest/daySequence2--05348.jpg	stop	stop	stop
7413	go	nightTest/nightSequence1--02487.jpg	go	go	go
7414	go	dayTest/daySequence2--05004.jpg	go	go	go
7415	stop	nightTest/nightSequence1--02881.jpg	stop	stop	stop
7416	go	dayTest/daySequence1--01850.jpg	go	go	go
7417	go	nightTest/nightSequence2--01119.jpg	go	go	go
7418	stop	nightTest/nightSequence1--02830.jpg	stop	stop	stop
7419	stop	nightTest/nightSequence2--00910.jpg	stop	stop	stop
7420	stop	nightTest/nightSequence2--00509.jpg	stop	stop	stop
7421	go	nightTest/nightSequence2--04135.jpg	go	go	go
7422	stop	nightTest/nightSequence2--00360.jpg	stop	stop	stop
7423	go	dayTest/daySequence1--01032.jpg	go	go	go
7424	stopLeft	nightTest/nightSequence1--03633.jpg	stopLeft	stopLeft	stopLeft
7425	go	dayTest/daySequence2--04982.jpg	go	go	go
7426	stopLeft	dayTest/daySequence2--05087.jpg	stopLeft	stopLeft	stopLeft
7427	go	nightTest/nightSequence1--01763.jpg	go	go	go
7428	go	nightTest/nightSequence1--04556.jpg	go	go	go
7429	stop	nightTest/nightSequence1--03328.jpg	stop	stop	stop
7430	go	nightTest/nightSequence1--04346.jpg	go	go	go
7431	go	nightTest/nightSequence2--05286.jpg	go	stopLeft	go
7432	go	dayTest/daySequence1--03250.jpg	go	go	go
7433	go	nightTest/nightSequence2--03113.jpg	go	go	go
7434	stop	dayTest/daySequence2--05432.jpg	stop	stop	stop
7435	stop	nightTest/nightSequence1--03205.jpg	stop	stop	stop
7436	stopLeft	nightTest/nightSequence2--04656.jpg	stopLeft	stopLeft	stopLeft
7437	go	nightTest/nightSequence1--01845.jpg	go	go	go
7438	go	nightTest/nightSequence1--03913.jpg	go	go	go
7439	go	dayTest/daySequence1--02787.jpg	go	go	go
7440	go	nightTest/nightSequence2--03964.jpg	go	go	go
7441	stop	nightTest/nightSequence1--01184.jpg	stop	stop	stop
7442	stop	dayTest/daySequence2--06309.jpg	stop	stop	stop
7443	go	dayTest/daySequence2--04559.jpg	go	go	go
7444	go	nightTest/nightSequence2--03198.jpg	go	go	go
7445	go	nightTest/nightSequence1--02208.jpg	go	go	go
7446	stop	nightTest/nightSequence2--00322.jpg	stop	stop	stop
7447	go	nightTest/nightSequence2--04156.jpg	go	go	go
7448	stop	nightTest/nightSequence2--00467.jpg	stop	stop	stop
7449	go	dayTest/daySequence2--04800.jpg	go	go	go
7450	go	nightTest/nightSequence2--04299.jpg	go	go	go
7451	goLeft	dayTest/daySequence2--06250.jpg	goLeft	goLeft	goLeft
7452	stop	dayTest/daySequence2--06083.jpg	stop	stop	stop
7453	go	nightTest/nightSequence1--01893.jpg	go	go	go
7454	stop	dayTest/daySequence2--05525.jpg	stop	stop	stop
7455	go	nightTest/nightSequence2--03125.jpg	go	go	go
7456	go	nightTest/nightSequence1--02450.jpg	go	go	go
7457	stop	nightTest/nightSequence1--01386.jpg	stop	stop	stop
7458	stopLeft	dayTest/daySequence2--06203.jpg	stopLeft	stopLeft	stopLeft
7459	stop	nightTest/nightSequence2--01834.jpg	stop	stop	stop
7460	go	dayTest/daySequence1--01300.jpg	go	go	go
7461	stop	nightTest/nightSequence2--00446.jpg	stop	stop	stop
7462	go	nightTest/nightSequence2--04039.jpg	go	go	go
7463	stop	nightTest/nightSequence1--02811.jpg	stop	stop	stop
7464	stop	nightTest/nightSequence2--01609.jpg	stop	stop	stop
7465	go	nightTest/nightSequence1--01698.jpg	go	go	go
7466	go	nightTest/nightSequence2--02538.jpg	go	go	go
7467	stop	nightTest/nightSequence1--02687.jpg	stop	stop	stop
7468	stop	nightTest/nightSequence1--03617.jpg	stop	stop	stop
7469	stopLeft	nightTest/nightSequence2--01347.jpg	stopLeft	stopLeft	stopLeft
7470	go	nightTest/nightSequence1--03267.jpg	go	go	go
7471	go	dayTest/daySequence2--01500.jpg	go	go	go
7472	go	nightTest/nightSequence1--01792.jpg	go	go	go
7473	stop	nightTest/nightSequence2--06384.jpg	stopLeft	stop	stop
7474	stop	dayTest/daySequence2--05660.jpg	stop	stop	stop
7475	go	nightTest/nightSequence2--05540.jpg	go	go	go
7476	stop	nightTest/nightSequence1--02747.jpg	stop	stop	stop
7477	stop	nightTest/nightSequence2--00388.jpg	stop	stop	stop
7478	stop	nightTest/nightSequence1--03607.jpg	stop	stop	stop
7479	go	nightTest/nightSequence1--04452.jpg	go	go	go
7480	stop	nightTest/nightSequence2--00649.jpg	stop	stop	stop
7481	go	nightTest/nightSequence2--05375.jpg	go	go	go
7482	go	nightTest/nightSequence1--01949.jpg	go	go	go
7483	stopLeft	nightTest/nightSequence2--05076.jpg	stopLeft	stopLeft	stopLeft
7484	go	dayTest/daySequence1--02249.jpg	go	go	go
7485	stop	nightTest/nightSequence1--01474.jpg	stop	stop	stop
7486	go	nightTest/nightSequence2--02960.jpg	go	go	go
7487	stop	nightTest/nightSequence2--03504.jpg	stop	stop	stop
7488	go	dayTest/daySequence2--06744.jpg	go	go	go
7489	warning	nightTest/nightSequence1--02718.jpg	warning	warning	warning
7490	stop	dayTest/daySequence1--03464.jpg	stop	stop	stop
7491	stopLeft	dayTest/daySequence2--06061.jpg	stopLeft	stopLeft	stopLeft
7492	stop	dayTest/daySequence2--03947.jpg	stop	stop	stop
7493	stop	nightTest/nightSequence2--01707.jpg	stop	stop	stop
7494	stop	dayTest/daySequence1--02340.jpg	stop	stop	stop
7495	go	nightTest/nightSequence1--03780.jpg	go	go	go
7496	go	nightTest/nightSequence2--05548.jpg	go	go	go
7497	stop	nightTest/nightSequence1--03575.jpg	stop	stop	stop
7498	go	nightTest/nightSequence2--02956.jpg	go	go	go
7499	go	nightTest/nightSequence2--02714.jpg	go	go	go
7500	stop	dayTest/daySequence1--03568.jpg	stop	stop	stop
7501	stop	dayTest/daySequence1--00004.jpg	stop	stop	stop
7502	warningLeft	dayTest/daySequence1--03051.jpg	warningLeft	warningLeft	warningLeft
7503	go	dayTest/daySequence2--04870.jpg	go	go	go
7504	stop	nightTest/nightSequence2--05007.jpg	stop	stop	stop
7505	stop	nightTest/nightSequence1--02903.jpg	stop	stop	stop
7506	stopLeft	dayTest/daySequence2--05850.jpg	stopLeft	stopLeft	stopLeft
7507	go	nightTest/nightSequence2--03949.jpg	go	go	go
7508	stopLeft	nightTest/nightSequence2--04652.jpg	stopLeft	stopLeft	stopLeft
7509	stop	dayTest/daySequence2--01991.jpg	stop	stop	stop
7510	go	nightTest/nightSequence1--02538.jpg	go	go	go
7511	go	nightTest/nightSequence2--03916.jpg	go	go	go
7512	go	nightTest/nightSequence2--04175.jpg	go	go	go
7513	go	dayTest/daySequence1--01357.jpg	go	go	go
7514	goLeft	nightTest/nightSequence1--03932.jpg	goLeft	goLeft	goLeft
7515	go	nightTest/nightSequence2--01252.jpg	go	go	go
7516	go	nightTest/nightSequence1--02603.jpg	go	go	go
7517	go	nightTest/nightSequence2--01290.jpg	go	go	go
7518	go	dayTest/daySequence1--03266.jpg	go	go	go
7519	go	nightTest/nightSequence2--04363.jpg	go	go	go
7520	stop	dayTest/daySequence1--02092.jpg	stop	stop	stop
7521	go	nightTest/nightSequence2--01823.jpg	go	go	go
7522	stop	dayTest/daySequence2--05665.jpg	stop	stop	stop
7523	stop	dayTest/daySequence1--03551.jpg	stop	stop	stop
7524	stop	nightTest/nightSequence1--02963.jpg	stop	stop	stop
7525	stop	nightTest/nightSequence2--02084.jpg	stop	stop	stop
7526	go	nightTest/nightSequence1--01964.jpg	go	go	go
7527	stop	nightTest/nightSequence1--03324.jpg	stop	stop	stop
7528	stop	nightTest/nightSequence2--01800.jpg	stop	stop	stop
7529	go	dayTest/daySequence1--02156.jpg	go	go	go
7530	stop	dayTest/daySequence1--00772.jpg	stop	stop	stop
7531	go	nightTest/nightSequence1--04423.jpg	go	go	go
7532	stop	nightTest/nightSequence1--02908.jpg	stop	stop	stop
7533	go	dayTest/daySequence2--02759.jpg	go	go	go
7534	stop	nightTest/nightSequence2--06311.jpg	stop	stop	stop
7535	go	dayTest/daySequence1--03343.jpg	go	go	go
7536	go	dayTest/daySequence1--03175.jpg	go	go	go
7537	stop	dayTest/daySequence2--06412.jpg	stop	stop	stop
7538	stop	nightTest/nightSequence1--03213.jpg	stop	stop	stop
7539	go	nightTest/nightSequence1--01910.jpg	go	go	go
7540	stop	dayTest/daySequence2--06141.jpg	stop	stop	stop
7541	go	nightTest/nightSequence2--04559.jpg	go	go	go
7542	go	nightTest/nightSequence2--02140.jpg	go	go	go
7543	stop	nightTest/nightSequence1--03352.jpg	stop	stop	stop
7544	stop	dayTest/daySequence2--06250.jpg	stop	stop	stop
7545	go	dayTest/daySequence1--02045.jpg	go	go	go
7546	stop	nightTest/nightSequence2--04070.jpg	stop	stop	stop
7547	stop	nightTest/nightSequence2--00450.jpg	stop	stop	stop
7548	stop	nightTest/nightSequence1--01246.jpg	stop	stop	stop
7549	stopLeft	dayTest/daySequence2--05809.jpg	stopLeft	stopLeft	stopLeft
7550	go	dayTest/daySequence2--04514.jpg	go	go	go
7551	stop	nightTest/nightSequence2--02001.jpg	stop	stop	stop
7552	stop	nightTest/nightSequence2--06047.jpg	stop	stop	stop
7553	go	nightTest/nightSequence1--04646.jpg	go	go	go
7554	stop	dayTest/daySequence2--00167.jpg	stop	stop	stop
7555	go	nightTest/nightSequence2--04413.jpg	go	go	go
7556	go	nightTest/nightSequence1--04412.jpg	go	go	go
7557	go	dayTest/daySequence1--00271.jpg	go	go	go
7558	go	dayTest/daySequence1--02947.jpg	go	go	go
7559	go	dayTest/daySequence1--00364.jpg	go	go	go
7560	go	nightTest/nightSequence1--04424.jpg	go	go	go
7561	stop	dayTest/daySequence2--06204.jpg	stop	stop	stop
7562	stop	nightTest/nightSequence2--04220.jpg	stop	stop	stop
7563	stop	nightTest/nightSequence1--02974.jpg	stop	stop	stop
7564	stop	nightTest/nightSequence1--02889.jpg	stop	stop	stop
7565	stop	nightTest/nightSequence2--05978.jpg	stop	stop	stop
7566	stop	dayTest/daySequence2--03861.jpg	stop	stop	stop
7567	stop	nightTest/nightSequence2--00778.jpg	stop	stop	stop
7568	stop	dayTest/daySequence2--00867.jpg	stop	stop	stop
7569	stop	nightTest/nightSequence1--00385.jpg	stop	stop	stop
7570	stop	nightTest/nightSequence1--02939.jpg	stop	stop	stop
7571	go	nightTest/nightSequence2--04436.jpg	go	go	go
7572	stop	dayTest/daySequence2--05329.jpg	stop	stop	stop
7573	stop	nightTest/nightSequence2--00281.jpg	stop	stop	stop
7574	go	nightTest/nightSequence1--02586.jpg	go	go	go
7575	go	dayTest/daySequence1--03931.jpg	go	go	go
7576	go	dayTest/daySequence1--03929.jpg	go	go	go
7577	go	dayTest/daySequence1--02747.jpg	go	go	go
7578	go	nightTest/nightSequence1--01999.jpg	go	go	go
7579	stop	nightTest/nightSequence2--00595.jpg	stop	stop	stop
7580	stop	dayTest/daySequence2--05324.jpg	stop	stop	stop
7581	stop	nightTest/nightSequence1--00108.jpg	stop	stop	stop
7582	go	nightTest/nightSequence2--04502.jpg	go	go	go
7583	stop	nightTest/nightSequence2--00415.jpg	stop	stop	stop
7584	go	nightTest/nightSequence2--03199.jpg	go	go	go
7585	go	dayTest/daySequence1--02438.jpg	go	go	go
7586	stop	nightTest/nightSequence2--03398.jpg	stop	stop	stop
7587	go	dayTest/daySequence2--05012.jpg	go	go	go
7588	go	dayTest/daySequence1--01303.jpg	go	go	go
7589	go	dayTest/daySequence1--03939.jpg	go	go	go
7590	go	nightTest/nightSequence1--04690.jpg	go	go	go
7591	stop	nightTest/nightSequence2--06331.jpg	stop	stop	stop
7592	go	nightTest/nightSequence1--01745.jpg	go	go	go
7593	go	nightTest/nightSequence2--01348.jpg	go	go	go
7594	go	dayTest/daySequence1--02258.jpg	go	go	go
7595	stop	nightTest/nightSequence1--01069.jpg	stop	stop	stop
7596	go	dayTest/daySequence1--02841.jpg	go	go	go
7597	stop	nightTest/nightSequence2--06115.jpg	stop	stop	stop
7598	go	dayTest/daySequence1--02215.jpg	go	go	go
7599	go	nightTest/nightSequence2--04080.jpg	go	go	go
7600	stop	dayTest/daySequence2--05691.jpg	stop	stop	stop
7601	go	nightTest/nightSequence2--02515.jpg	go	go	go
7602	stop	nightTest/nightSequence1--03456.jpg	stop	stop	stop
7603	stop	dayTest/daySequence1--03492.jpg	stop	stop	stop
7604	stop	nightTest/nightSequence1--03231.jpg	stop	stop	stop
7605	go	nightTest/nightSequence2--04432.jpg	go	go	go
7606	warning	dayTest/daySequence2--05057.jpg	warning	warning	warning
7607	goLeft	dayTest/daySequence2--06513.jpg	goLeft	goLeft	goLeft
7608	stop	nightTest/nightSequence2--03382.jpg	stop	stop	stop
7609	go	nightTest/nightSequence2--04333.jpg	go	go	go
7610	stop	nightTest/nightSequence2--00340.jpg	stop	stop	stop
7611	stop	nightTest/nightSequence1--03236.jpg	stop	stop	stop
7612	stop	nightTest/nightSequence2--01028.jpg	stop	stop	stop
7613	stop	nightTest/nightSequence2--00251.jpg	stop	stop	stop
7614	go	nightTest/nightSequence2--01265.jpg	go	go	go
7615	go	dayTest/daySequence1--03339.jpg	go	go	go
7616	goForward	dayTest/daySequence2--02878.jpg	goForward	goForward	goForward
7617	go	nightTest/nightSequence2--04546.jpg	go	go	go
7618	stop	nightTest/nightSequence2--04183.jpg	stop	stop	stop
7619	go	nightTest/nightSequence2--03876.jpg	go	go	go
7620	go	nightTest/nightSequence1--04427.jpg	go	go	go
7621	go	nightTest/nightSequence2--04083.jpg	go	go	go
7622	go	nightTest/nightSequence1--01822.jpg	go	go	go
7623	go	nightTest/nightSequence2--01292.jpg	go	go	go
7624	stop	nightTest/nightSequence1--02628.jpg	stop	stop	stop
7625	go	nightTest/nightSequence1--04344.jpg	go	go	go
7626	stop	nightTest/nightSequence2--03466.jpg	stop	stop	stop
7627	go	dayTest/daySequence1--01853.jpg	go	go	go
7628	stopLeft	dayTest/daySequence2--05095.jpg	stopLeft	stopLeft	stopLeft
7629	go	nightTest/nightSequence1--02473.jpg	go	go	go
7630	go	nightTest/nightSequence2--04297.jpg	go	go	go
7631	stop	dayTest/daySequence2--00281.jpg	stop	stop	stop
7632	stop	nightTest/nightSequence2--05130.jpg	stop	stop	stop
7633	go	nightTest/nightSequence1--04544.jpg	go	go	go
7634	stop	nightTest/nightSequence1--02638.jpg	stop	stop	stop
7635	go	dayTest/daySequence1--03849.jpg	go	go	go
7636	stop	nightTest/nightSequence2--02061.jpg	stop	stop	stop
7637	go	nightTest/nightSequence2--04399.jpg	go	go	go
7638	stop	dayTest/daySequence2--05701.jpg	stop	stop	stop
7639	go	dayTest/daySequence1--02751.jpg	go	go	go
7640	stop	nightTest/nightSequence1--03112.jpg	stop	stop	stop
7641	go	dayTest/daySequence1--03364.jpg	go	go	go
7642	go	nightTest/nightSequence1--02374.jpg	go	go	go
7643	stop	nightTest/nightSequence1--03198.jpg	stop	stop	stop
7644	stop	nightTest/nightSequence2--03428.jpg	stop	stop	stop
7645	warning	dayTest/daySequence1--01917.jpg	warning	warning	warning
7646	go	dayTest/daySequence1--00214.jpg	go	go	go
7647	go	dayTest/daySequence1--02575.jpg	go	go	go
7648	go	dayTest/daySequence1--03758.jpg	go	go	go
7649	stop	dayTest/daySequence2--00406.jpg	stop	stop	stop
7650	stop	nightTest/nightSequence2--00437.jpg	stop	stop	stop
7651	go	nightTest/nightSequence1--04217.jpg	go	go	go
7652	go	dayTest/daySequence1--03267.jpg	go	go	go
7653	stop	dayTest/daySequence2--05851.jpg	stop	stop	stop
7654	stopLeft	dayTest/daySequence2--05785.jpg	stopLeft	stopLeft	stopLeft
7655	go	nightTest/nightSequence1--02311.jpg	go	go	go
7656	stop	nightTest/nightSequence1--03178.jpg	stop	stop	stop
7657	stop	dayTest/daySequence2--05531.jpg	stop	stop	stop
7658	go	dayTest/daySequence1--02387.jpg	go	go	go
7659	stop	nightTest/nightSequence1--01001.jpg	stop	stop	stop
7660	stop	nightTest/nightSequence2--01733.jpg	stop	stop	stop
7661	stopLeft	dayTest/daySequence2--05457.jpg	stopLeft	stopLeft	stopLeft
7662	stop	nightTest/nightSequence1--02839.jpg	stop	stop	stop
7663	stop	dayTest/daySequence2--01898.jpg	stop	stop	stop
7664	go	nightTest/nightSequence2--01294.jpg	go	go	go
7665	stop	nightTest/nightSequence1--03362.jpg	stop	stop	stop
7666	warning	dayTest/daySequence2--05091.jpg	warning	warning	warning
7667	go	nightTest/nightSequence2--01305.jpg	go	go	go
7668	goLeft	dayTest/daySequence2--06442.jpg	goLeft	goLeft	goLeft
7669	stop	nightTest/nightSequence1--02717.jpg	stop	stop	stop
7670	stop	nightTest/nightSequence2--00067.jpg	stop	stop	stop
7671	go	nightTest/nightSequence2--02682.jpg	go	go	go
7672	stop	nightTest/nightSequence2--00351.jpg	stop	stop	stop
7673	stop	dayTest/daySequence1--02375.jpg	stop	stop	stop
7674	go	dayTest/daySequence1--03965.jpg	go	go	go
7675	go	dayTest/daySequence1--03171.jpg	go	go	go
7676	stop	nightTest/nightSequence2--03450.jpg	stop	stop	stop
7677	go	nightTest/nightSequence1--01888.jpg	go	go	go
7678	go	dayTest/daySequence1--03416.jpg	go	go	go
7679	stopLeft	nightTest/nightSequence2--06469.jpg	stopLeft	stopLeft	stopLeft
7680	go	dayTest/daySequence1--02621.jpg	go	go	go
7681	stop	nightTest/nightSequence2--04322.jpg	stop	stop	stop
7682	go	dayTest/daySequence1--01872.jpg	go	go	go
7683	go	dayTest/daySequence2--03493.jpg	go	go	go
7684	go	nightTest/nightSequence1--02238.jpg	go	go	go
7685	go	nightTest/nightSequence2--03106.jpg	go	go	go
7686	go	nightTest/nightSequence1--03764.jpg	go	go	go
7687	stop	nightTest/nightSequence2--00520.jpg	stop	stop	stop
7688	stopLeft	dayTest/daySequence2--05684.jpg	stopLeft	stopLeft	stopLeft
7689	go	dayTest/daySequence2--01468.jpg	go	go	go
7690	go	nightTest/nightSequence1--03443.jpg	go	go	go
7691	stop	nightTest/nightSequence1--02828.jpg	stop	stop	stop
7692	stop	nightTest/nightSequence1--02824.jpg	stop	stop	stop
7693	stop	nightTest/nightSequence1--02679.jpg	stop	stop	stop
7694	goLeft	nightTest/nightSequence2--05186.jpg	goLeft	goLeft	goLeft
7695	go	dayTest/daySequence1--03211.jpg	go	go	go
7696	stop	dayTest/daySequence2--06054.jpg	stop	stop	stop
7697	go	nightTest/nightSequence2--04391.jpg	go	go	go
7698	go	nightTest/nightSequence1--04427.jpg	go	go	go
7699	go	nightTest/nightSequence2--05290.jpg	go	go	go
7700	stop	nightTest/nightSequence1--03234.jpg	stop	stop	stop
7701	go	nightTest/nightSequence2--05302.jpg	go	go	go
7702	stopLeft	dayTest/daySequence2--06157.jpg	stopLeft	stopLeft	stopLeft
7703	stop	nightTest/nightSequence2--00223.jpg	stop	stop	stop
7704	go	nightTest/nightSequence1--04618.jpg	go	go	go
7705	stop	dayTest/daySequence2--05777.jpg	stop	stop	stop
7706	stop	nightTest/nightSequence2--00407.jpg	stop	stop	stop
7707	stopLeft	nightTest/nightSequence2--04576.jpg	stopLeft	stopLeft	stopLeft
7708	stop	dayTest/daySequence1--00701.jpg	stop	stop	stop
7709	stop	dayTest/daySequence2--06298.jpg	stop	stop	stop
7710	stop	dayTest/daySequence1--02314.jpg	stop	stop	stop
7711	go	nightTest/nightSequence1--03425.jpg	go	go	go
7712	stop	nightTest/nightSequence2--04332.jpg	stop	stop	stop
7713	stop	dayTest/daySequence2--06189.jpg	stop	stop	stop
7714	go	nightTest/nightSequence1--03455.jpg	go	go	go
7715	stopLeft	dayTest/daySequence2--06160.jpg	stopLeft	stopLeft	stopLeft
7716	go	dayTest/daySequence1--03430.jpg	go	go	go
7717	go	dayTest/daySequence2--02808.jpg	go	go	go
7718	go	nightTest/nightSequence2--00643.jpg	go	go	go
7719	stop	dayTest/daySequence1--03627.jpg	stop	stop	stop
7720	stop	dayTest/daySequence1--01979.jpg	stop	stop	stop
7721	stop	nightTest/nightSequence1--01013.jpg	stop	stop	stop
7722	stop	nightTest/nightSequence2--00560.jpg	stop	stop	stop
7723	go	nightTest/nightSequence2--01167.jpg	go	go	go
7724	go	dayTest/daySequence2--04302.jpg	go	go	go
7725	go	nightTest/nightSequence2--05285.jpg	go	go	go
7726	stop	nightTest/nightSequence2--03673.jpg	stop	stop	stop
7727	go	dayTest/daySequence1--00259.jpg	go	go	go
7728	go	dayTest/daySequence1--02177.jpg	go	go	go
7729	stopLeft	dayTest/daySequence2--06078.jpg	stopLeft	stopLeft	stopLeft
7730	go	nightTest/nightSequence2--00636.jpg	go	go	go
7731	stop	nightTest/nightSequence2--00663.jpg	stop	stop	stop
7732	stop	nightTest/nightSequence1--01430.jpg	stop	stop	stop
7733	warning	nightTest/nightSequence1--02720.jpg	warning	warning	warning
7734	stop	nightTest/nightSequence2--06012.jpg	stop	stop	stop
7735	stop	nightTest/nightSequence1--01115.jpg	stop	stop	stop
